date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,mortality_rate,case_fatality_rate,vaccination_rate
2021-12-07,Asia,Brazil,2558231,8967,216916,699,33605324,19416,0.175624781,8.54676006,89804069,69142131,19785590,97815,12292,1.979617112,17.49152718,964602784,629.2842508,36.20116152,16.73707613,15.02213918,46615.54115,7.862546173,248.2048499,4.036350246,0.08479140468550338,0.0779524924723988,0.07167938155152577
2021-04-20,Europe,Italy,6659908,7430,432184,385,90360129,13672,0.658622509,203.771469,5272098,7273990,25966501,27928,9796,1.542599757,53.47444571,532095906,366.4520302,30.12002066,24.59877093,16.705781,42333.26684,35.67382564,390.4336563,14.62738462,0.06489338891768474,0.051816958277254375,0.013670449101331745
2020-10-03,Asia,India,3080389,7170,161149,229,21850453,83468,0.97543829,114.0387971,97467565,32897385,55869348,63179,1075,0.711537593,34.80803283,1040044713,854.001403,49.33710123,24.49367166,13.48574112,62965.13865,29.95736097,106.0447745,11.43916524,0.052314496643118776,0.03193863319386332,0.03163074105257242
2022-11-18,North America,USA,1661909,6469,239654,270,8735143,46996,0.87214686,78.6688529,88779877,4605914,43105598,86365,16712,0.783878048,1.893710109,607974369,566.3680657,28.3531914,9.979619676,13.05810373,7067.388892,49.38414555,720.1344282,17.10289607,0.14420404486647584,0.041737517390632244,0.007575835816197048
2022-01-18,Europe,UK,2656138,9131,427991,770,40126952,74095,0.861815176,307.6630078,34385731,19850431,51839236,88379,14433,1.214165535,79.81667329,1383298241,666.1828269,48.45987011,7.047020607,9.920882163,15807.95968,38.27797309,287.9436178,18.4992681,0.16113281764727586,0.08432811302157485,0.014350073188591585
2020-11-26,Europe,Japan,110078,3220,189216,810,6061297,64,0.933818017,497.5475213,93324580,8342038,18617467,34712,3477,0.635646744,65.38132671,688483084,652.415661,24.68672401,16.80686476,13.8180979,60697.3116,5.10619782,465.1140502,18.11114851,1.7189265793346535,0.2515527950310559,0.012116547514187
2021-10-06,North America,Canada,1915631,539,310714,414,76281531,68835,0.893952261,88.87660181,93271240,15540537,47498038,85491,7124,0.978462439,32.57854667,1264411764,370.3423185,31.67666395,13.39965216,4.958494944,57727.07049,36.41075297,536.4916637,12.42338738,0.1621992962110135,0.7680890538033395,0.012290724780064606
2022-05-21,Europe,Germany,6314127,1461,177169,197,52555502,70385,0.776281664,273.2107121,37198120,32305050,43874431,34328,17386,1.812801706,9.820519729,411428694,85.23108585,24.15486752,20.23373426,14.63671844,14255.28345,12.87235228,653.7642571,7.055951797,0.02805914420156579,0.13483915126625598,0.07851919535782305
2020-05-31,Europe,Brazil,9792712,5184,286647,322,46211871,5639,0.718272832,59.863757,11663415,10602119,25149971,31632,14702,0.524860625,59.12007606,646445820,809.6291638,20.06721419,15.55967451,4.766261884,8433.784824,48.09478495,275.1442793,7.78622318,0.02927146228746439,0.062114197530864196,0.016400630450360092
2022-05-20,Europe,UK,2008187,8547,133851,55,87179319,11055,0.264767174,467.1182205,97725911,79850340,25905924,37515,2821,1.708185731,34.85495686,986163478,296.81876,27.80775621,15.21173612,17.64957834,60080.66106,0.963680874,602.0024572,13.39818522,0.06665265734714944,0.006435006435006435,0.08097069277189355
2022-04-06,Europe,Russia,1659066,234,348984,830,68024972,59220,0.621340021,145.8775843,62098447,48958658,32900326,62074,9657,2.044713846,25.5389337,1227661313,850.4409262,22.61631203,17.92919736,11.5966077,13291.52592,11.91752952,182.3626167,14.52737492,0.21034967867462778,3.547008547008547,0.03987961295315331
2020-08-02,Europe,Russia,2148815,1548,131827,202,99317124,87594,0.521488622,439.16991,28485259,73602837,41423038,72690,11417,0.840307503,72.1469253,170621956,612.5565787,49.59036569,7.528368897,12.01606738,61106.56972,24.94991883,592.9646175,4.064425166,0.06134869683988617,0.13049095607235142,0.43137963440062776
2021-01-26,Europe,Russia,7355740,7480,301407,782,55209971,29427,0.861944092,141.5382196,19580993,20591173,4525991,64947,12939,0.861937126,32.8150061,1138367117,360.1669185,42.84959954,18.54323459,12.94257924,67316.91426,3.953420023,743.5068728,19.9610374,0.04097575498862113,0.10454545454545454,0.01808834135534855
2020-10-22,Europe,USA,4506259,4213,370635,620,19162488,82516,0.491712573,403.0262401,53658557,76018795,60355172,28170,18764,0.557712733,13.60484916,144792630,598.3046775,20.11114389,14.77039401,16.19289248,16235.65806,17.20314172,159.5183878,3.042558881,0.08224893420462517,0.1471635414194161,0.525018400453117
2021-04-01,North America,Japan,7473915,1673,317231,627,99851031,64666,0.127742764,104.6906667,16619154,40050315,61578830,46857,8686,1.524900078,48.16537478,546048760,649.0377654,26.70939754,21.40294131,11.13400055,58986.74439,24.86174866,181.6919606,12.53475251,0.04244509069209377,0.3747758517632995,0.07334567521039696
2020-10-29,North America,USA,7658426,6708,435497,603,28133051,64274,0.004972485,146.3947151,75677341,32363541,30025211,49744,2416,1.809175114,82.84657882,837823586,709.6165737,40.10372724,7.774136674,10.26899725,30244.34521,22.34666264,490.05925,11.08945019,0.056865079064549295,0.08989266547406083,0.03862810923539696
2022-12-28,South America,USA,6404003,7982,51482,137,53153025,10866,0.67787312,96.2376827,64364431,49035765,38862495,96699,19633,1.413819164,84.96587842,430319784,824.1147532,31.95656339,11.01494098,7.901668765,55425.71131,23.02926125,132.4802956,12.22877538,0.008039034335243129,0.01716361814081684,0.11395191860386321
2020-01-01,Europe,Italy,4135314,2100,448073,421,1419351,3889,0.549908387,132.1299389,35188183,18332498,55619530,77621,2142,1.278897619,84.93431648,1096337789,168.1573928,44.95527689,24.00492748,5.176668962,29110.29233,43.9511526,231.1733565,11.14153241,0.10835283608451499,0.20047619047619047,0.01672157813398148
2021-11-11,North America,USA,910681,3748,122989,814,4918970,48226,0.330962904,417.4328777,95049612,49431419,49723067,92780,19772,1.408825635,42.09198394,248105556,944.7029409,35.14582335,16.06145759,6.235823198,5857.296313,25.26454368,233.1344955,2.100292335,0.13505168110458,0.21718249733191036,0.19923543751676404
2022-10-04,Europe,Italy,1607618,3173,410616,56,3727713,31335,0.16897215,319.5162488,6805060,63761118,36398028,5327,10234,2.063056437,79.09342112,20325319,416.7322083,39.60954259,23.58602,3.008973343,50175.97381,47.05234254,436.8732239,19.92258296,0.255418886825104,0.01764891270091396,3.137029140846449
2022-07-22,Europe,Brazil,3896830,1815,302259,561,42538710,50547,0.466715322,202.9398344,43731703,63156630,37986001,61246,207,0.567028615,85.0230768,509160902,861.8457954,37.91112193,18.78070206,17.78016801,11397.51615,7.386584038,273.9409205,19.64426378,0.07756535440345101,0.3090909090909091,0.12404061221495755
2022-06-15,Europe,Italy,4336787,3841,276393,70,59524339,26162,0.100286472,485.7605135,36321765,62645577,30551792,82675,10846,2.067637122,45.95382102,1387853480,228.2747994,39.14506702,23.5286273,16.00429271,64964.73116,14.01280438,432.8659989,10.96268698,0.06373220543227048,0.01822442072376985,0.04513846591356315
2020-08-21,North America,Russia,2755423,8016,244255,910,33735548,89449,0.336108489,232.4307636,27598238,1656978,55972488,91411,8664,1.832684231,31.87393889,507009279,38.73868248,26.90296561,11.35652569,6.71760129,29824.49353,32.82578876,464.8230518,4.958629046,0.08864519168200309,0.11352295409181637,0.0032681413706434357
2022-01-13,North America,USA,71295,7011,440041,913,62930193,24687,0.379211906,484.8799856,85009204,61450201,35610729,33264,18022,0.982853108,70.19645468,970303465,577.6106032,31.19868318,6.810675167,3.04063154,6658.010206,14.1561291,611.4510713,4.475899696,6.172115856651939,0.13022393381828556,0.06333090957270775
2020-07-04,Asia,Russia,9132582,4493,110361,593,96549156,98756,0.465618695,98.29346146,50245264,15083795,26324669,78596,15246,1.549479452,90.44692724,308137716,331.4196163,21.51887759,21.0448353,11.36597718,16765.12102,17.36380347,762.1945363,2.083922112,0.012084315257174806,0.13198308479857557,0.04895147272396866
2021-03-24,Europe,Russia,7613287,674,286744,371,99020260,10995,0.466620751,452.3192136,88266032,9905013,29721578,15656,4356,0.598581341,97.21524851,1080345503,984.6173849,37.62909544,21.08937505,10.01374439,60513.71561,45.0514099,452.6230515,12.62532015,0.037663626762001745,0.5504451038575667,0.009168375276700717
2022-12-30,South America,India,3445376,8088,299850,616,21826461,56488,0.257005643,6.911102049,56359088,59953454,29799701,18805,6024,1.259177341,29.02248057,138857248,113.4089202,33.77775386,17.37653589,16.19211256,23154.8974,26.92795874,348.5037418,10.08649445,0.08702968848682989,0.076162215628091,0.4317632306813397
2021-05-03,North America,Germany,5251035,8578,281366,599,29484553,2631,0.850210982,272.6516012,18954434,34547915,47478303,99902,7605,0.848084958,95.61710561,849322793,56.82983734,42.82148447,16.59140406,9.849223614,60086.63165,16.7330378,281.0923891,8.909923889,0.0535829603116338,0.0698297971555141,0.04067701383353785
2020-12-08,Europe,Brazil,3612600,2158,361185,513,16617198,34954,0.355543506,211.5261971,14110617,16945496,57505537,28855,1436,0.544600772,49.92822467,74982217,54.56764037,26.19147394,23.29816341,17.68991773,12887.78495,38.83558889,544.2600481,10.97905348,0.09997923932901512,0.23772011121408712,0.2259935312395471
2022-09-14,Europe,USA,825816,2661,366648,871,97908234,5967,0.229587309,262.5439227,57592844,49886009,406138,4127,11763,1.214178996,30.60347043,1304003993,224.7049583,33.10436348,8.52996934,4.629249894,33307.05053,3.533237703,760.0419781,17.58420561,0.44398267895027466,0.3273205561818865,0.03825602472675864
2022-12-09,Europe,Russia,8763313,2064,41139,83,26395560,88294,0.175809883,276.722416,67940517,1019925,59034547,61722,13004,1.952224835,98.83981102,186514297,583.3992052,25.42236299,17.33075943,9.219587466,61599.90493,28.18313051,635.2584382,2.343654375,0.004694457450053422,0.040213178294573645,0.005468347555147475
2022-10-14,Asia,Germany,2026793,3253,114919,993,51585473,87278,0.322578395,194.515677,62739605,58334022,64502797,38319,8698,2.342043735,87.78079751,262480946,510.5077399,38.41937676,5.995412216,18.87699528,4339.93343,4.983486107,244.2718423,11.33769608,0.056699919528042576,0.3052566861358746,0.22224097744603527
2022-07-19,Europe,Germany,554594,4979,247677,42,86189770,64471,0.067552883,499.0989234,10067284,5482177,49288228,69126,10797,1.824527026,69.24165893,538666412,356.5750468,45.4409077,7.817298735,3.19940358,21995.12561,8.842540102,725.3128914,14.319321,0.4465915606732132,0.008435428800964049,0.010177313598680439
2021-11-30,Asia,France,8536326,7703,303446,665,82255360,37116,0.032907523,488.2535952,55791516,50803807,66229911,12973,2781,1.303940256,89.49422301,607928089,97.90517634,42.96329745,13.74544697,9.643420208,63779.75967,3.122272714,614.8593157,19.44308751,0.035547611466572385,0.08633000129819551,0.08356877716173433
2022-02-07,Europe,France,3504473,8931,225756,838,67832017,92116,0.605142197,480.8726884,97452588,277460,53588037,82381,443,2.498992225,68.14878727,176203948,241.3997238,48.32593918,21.42414739,7.414955421,42160.31661,45.08415144,189.5614029,15.05415092,0.0644193863100101,0.0938304781099541,0.0015746525724837901
2021-10-21,North America,Italy,7299695,1401,349982,933,28779554,34227,0.619147136,489.5425237,37841062,47145222,6023932,48087,16501,1.065887016,44.04037984,52956056,192.3055941,49.15177346,19.66265382,12.04163228,50420.01704,2.410222938,598.9616909,11.41417632,0.047944742896792264,0.6659528907922913,0.8902706425115949
2020-12-19,Europe,Brazil,2204664,3259,461375,605,3447010,1942,0.529588203,396.5061994,8528580,63401714,59005468,57711,9732,0.874262865,94.80495571,625233724,748.2101688,43.16101603,24.48128782,7.739035605,59106.86226,25.8208224,302.5488202,15.56860572,0.20927225191684537,0.1856397667996318,0.10140482121530604
2022-12-12,Europe,Canada,4341747,3923,139718,809,49216310,47664,0.762285195,494.2952395,85885645,14785428,40536035,27281,10962,1.427364538,96.32476777,422571463,782.1469192,28.60418256,5.896972969,17.78843677,37128.15341,11.2488701,443.9776601,19.94410632,0.03218013394147563,0.2062197297986235,0.03498917767667619
2022-12-26,Europe,Germany,9907771,4214,144615,132,73602786,28069,0.039150544,446.1801126,68171331,51372423,47333147,16549,566,1.509822831,31.41750973,640932533,779.2438729,26.57784132,12.62704438,18.9313503,59330.24717,19.17943168,310.1619199,17.88595277,0.014596118541698228,0.03132415757000474,0.08015262192970941
2021-06-11,Asia,Brazil,686976,3227,225568,394,19347611,87342,0.935973108,207.9663185,9283680,47451000,68870292,61426,19986,1.20964676,35.43953346,475436439,969.350139,33.42647104,8.175816032,17.43528305,45074.75538,24.68280923,158.8414666,2.692829358,0.3283491708589529,0.12209482491478153,0.09980513925227343
2022-03-18,Europe,Japan,2472189,2745,153857,64,66545334,14407,0.095065123,392.3885542,63773075,28386395,49425913,27623,18320,1.890998158,38.27204408,995575768,885.3955669,49.81651084,5.739225681,9.775653369,48309.88109,22.50300706,638.0085093,11.92173106,0.06223512846307463,0.02331511839708561,0.02851254109672143
2022-05-09,North America,UK,8506404,6091,340497,289,3333951,59201,0.674022994,456.0339226,28231651,11803189,37787657,89616,4183,0.867728824,82.21459517,939738144,502.8266997,32.38004062,10.28795113,19.82887401,11546.95741,37.40435949,680.0786311,15.94300896,0.04002831278646065,0.047447053029059265,0.012560082907521098
2021-11-19,South America,Canada,1241082,3866,424622,375,61715580,80093,0.133396589,356.3030368,12023020,50033822,15092355,4697,7926,1.52067952,79.11456508,1071194687,420.7866607,25.97205232,9.889436884,15.49561738,65792.29922,45.59416631,262.385301,13.76563417,0.34213855329462517,0.09699948266942576,0.04670842994948499
2022-12-30,Europe,India,5184502,5818,351136,768,67421280,54348,0.879905433,211.3911703,65580739,47162227,63790581,15730,9844,1.500253917,98.31151048,406605274,916.6108325,48.33028633,13.40055437,9.045351923,55929.82018,15.0136107,267.7466825,8.922389393,0.06772800936329082,0.13200412512891027,0.11599019987133763
2022-08-02,Europe,Italy,6561000,2222,313572,466,50470628,81981,0.510713287,32.89512101,49662087,41458136,6826045,28245,5801,2.147572845,46.5213677,61982913,615.1129995,31.57753933,7.801624158,4.59277796,18539.52373,1.227024858,400.9704097,7.126443112,0.047793324188385916,0.20972097209720972,0.6688639496501237
2022-11-23,Europe,Russia,6671458,2792,23777,897,74239207,17878,0.082293541,404.8484685,70254387,11307379,25892227,44134,13796,2.353936398,73.67670941,1120732040,301.4546804,40.72696662,14.77135158,14.33978908,41019.63198,44.69727179,668.0285234,12.91309376,0.003563988561420907,0.3212750716332378,0.0100892796818765
2022-03-08,Europe,Japan,4892306,9889,57939,212,13604581,83100,0.616724113,476.3714366,26038055,31262071,41281406,31313,16021,1.826531747,85.67204698,938217206,568.8193874,43.64458936,23.40196655,15.38564655,26976.14744,48.93920328,154.0876504,8.835005791,0.01184288145508478,0.02143796137122055,0.03332071805982206
2021-04-18,Europe,Russia,3674515,4063,446242,147,22613831,78629,0.009109944,181.2316301,16993144,19253284,57905925,84093,5500,1.110743181,22.12304381,719419897,992.2279285,45.29467706,19.96377863,5.081805259,46567.73792,21.66755872,666.0979473,8.447953109,0.12144242165292563,0.036180162441545656,0.026762234517403123
2021-08-26,Europe,Canada,1579159,1524,348594,572,72034055,55420,0.776022178,75.95302549,79412080,33447548,50773223,65573,5402,1.87922204,62.05554275,314203794,850.9753596,44.63841161,21.84354659,12.34551798,69568.53218,22.78944387,745.9060727,16.89809471,0.22074661259569175,0.3753280839895013,0.10645176359646377
2020-11-29,North America,France,9295925,8224,422769,470,13971740,91987,0.650584987,163.2519197,96508451,76822437,54595143,53595,4781,1.002742258,54.77076764,4787005,288.4669189,45.08740589,21.09457187,19.78049573,4156.501403,7.207805524,493.0529175,6.997453041,0.04547895986682337,0.057149805447470815,16.048121320115605
2021-09-05,North America,Japan,4515488,6198,23548,148,65448994,43168,0.212624749,291.3111791,10230661,45986482,50353701,29908,2686,2.433088781,74.2827005,62745454,953.4248817,40.02960283,12.79252673,8.546115742,66724.13102,23.7761725,142.2740371,13.2535548,0.005214940223515155,0.023878670538883512,0.7329053990110582
2020-06-12,South America,Brazil,6041495,4025,456437,87,12810213,54862,0.374750916,158.4645016,85240055,44784459,66449277,67557,15515,2.144724238,69.54279826,55453203,981.6474904,32.11493208,19.17922073,8.132215381,5995.001918,15.1674618,288.6869319,17.59523532,0.07555033977517155,0.021614906832298136,0.8076081556551387
2020-12-12,Europe,UK,9056842,2566,430481,323,49193004,89622,0.007806694,305.3093651,22596349,47698980,12379218,39648,17587,1.362380511,81.27926109,31107256,238.8552898,40.01860562,20.08512479,18.35613682,32792.75987,49.71900338,177.9705319,12.81366637,0.04753102681928204,0.12587685113016367,1.5333715066349793
2021-04-30,South America,UK,8767088,2803,125549,894,34380197,82025,0.693683815,483.4261161,28050645,26589284,61992369,37289,5056,2.068687034,31.11451904,479905771,896.6361973,45.10203002,9.112962114,4.996072759,34265.53484,9.24239821,281.4984995,10.36296007,0.014320490452474072,0.31894398858366035,0.05540521828815432
2020-12-08,North America,Japan,6324167,3709,433917,395,17685867,28004,0.322668138,335.3672467,38774853,33586718,39202832,62710,11129,1.317311291,21.63563917,1375396142,884.3706905,30.51927394,22.20524733,18.86996756,19541.98737,18.9293366,668.2474066,1.670751379,0.0686125145019099,0.10649770827716365,0.02441966861355352
2020-11-11,Europe,Brazil,791971,6155,444503,789,76892221,20471,0.571588915,181.3296831,24105705,47142077,38377840,8839,7057,0.649220318,80.51987309,383744205,49.3560375,28.89523971,14.15494797,16.25128002,40102.25074,30.8250991,138.9674525,13.94987853,0.5612617128657489,0.1281884646628757,0.12284765837701705
2020-10-09,Europe,Canada,501157,719,137799,403,22825162,91820,0.956727628,467.8764857,56596808,56316561,33552027,96541,12099,1.913537746,36.0563431,1083412963,672.9923011,30.31121651,5.32719479,9.644286952,58543.5261,17.25617759,298.6765444,19.95299452,0.2749617385370253,0.5605006954102921,0.051980697041004484
2022-03-05,Europe,Brazil,4378727,6516,241532,81,97381944,60167,0.299466713,282.8176344,9817103,343045,52804491,68838,15855,1.309227666,28.75735579,845677509,312.2279059,36.53850188,17.86768217,4.420309546,21283.3905,23.72117695,461.8655338,16.36018051,0.055160323993708675,0.012430939226519336,0.0004056451736615831
2022-12-29,South America,Canada,4124499,4579,181789,640,66872281,83828,0.990237884,64.18619927,56659430,60109962,10854982,8511,13578,2.360639634,33.68185255,281235664,677.8665002,21.57331624,18.53526184,3.325967201,5857.940698,48.67418166,711.8286835,13.05485754,0.044075413765405205,0.13976850840794933,0.21373520393914194
2022-05-20,Asia,USA,5946594,972,425643,285,90589785,65308,0.632728386,249.4905026,16913581,12961398,15569150,86527,5183,1.113122429,6.635399105,542647697,914.4231072,43.36912457,16.03524593,9.389130339,44627.57534,25.4035688,274.9875161,9.913745539,0.07157761232732553,0.2932098765432099,0.02388547499907661
2020-04-06,Europe,UK,5106799,3718,147764,381,17768607,83969,0.242088666,326.8182225,62415546,9611117,60369538,75450,16326,2.186665643,77.31443462,1386718578,503.7914555,24.16555875,9.248306017,14.99101094,52870.41391,45.51602192,644.8290096,5.262159745,0.02893475932771194,0.10247444862829479,0.006930834527263397
2021-09-25,North America,Germany,4327576,7395,31625,864,50096425,14568,0.436777883,419.1271829,74861349,15379063,61772336,9948,16696,1.86087569,71.51596585,282155920,420.2687025,23.9851597,14.64556055,11.28799663,66862.08768,2.154143437,508.4983523,14.15007478,0.00730778616019684,0.11683569979716024,0.054505547854533765
2020-02-09,Asia,Canada,4962140,4402,287062,791,23613300,9466,0.740453122,468.2383934,65367776,13049116,38925703,44638,8354,2.206649232,55.26924538,1330033074,922.3159585,25.92977418,13.002549,15.55708218,12007.20063,5.990917195,573.4585922,4.368736433,0.05785044355862592,0.17969104952294412,0.009811121433811803
2020-03-02,Europe,India,2799487,4552,434352,269,67696933,91057,0.446477908,158.7080669,9271569,73785709,41886015,93890,17912,1.083763754,71.60849799,497023680,974.3737686,37.30782305,24.49372148,14.39970443,63193.83074,47.22557974,703.2380533,17.85392056,0.15515414074078573,0.05909490333919156,0.14845511787285467
2022-02-15,Europe,UK,2904941,2207,376970,291,87834141,57324,0.068507567,77.75618204,56570379,44306296,48451803,5873,12580,1.422690807,37.31331667,575033930,71.61396452,28.56705127,21.4935687,12.73942222,34266.51993,6.436555584,118.4909576,7.725783158,0.12976855640097337,0.13185319438151336,0.07704988121309642
2021-09-02,North America,Italy,7983441,4426,114881,452,56531628,15467,0.168603661,36.9143211,59393845,4496050,9065146,31461,9757,2.146258022,29.53690761,657384489,923.6195885,31.04270987,20.2379921,19.44748437,17267.31835,36.82755977,470.8134357,8.59613178,0.014389910315614533,0.10212381382738364,0.006839300402173012
2022-03-28,North America,Italy,5320385,6919,445625,714,69425002,97555,0.791297746,369.1773014,28914687,66912253,16401821,73034,15760,1.787637638,86.23009893,169642831,91.94084819,47.94947333,8.62147406,15.38253538,67429.64444,22.30018021,623.0499449,5.104790588,0.08375803630752286,0.10319410319410319,0.3944301837311357
2020-11-17,Asia,Russia,2100021,8835,277721,23,49634572,75955,0.648373076,397.5791264,90135040,49068438,42468042,89092,4768,1.219843799,42.24545703,294567844,343.9133512,45.4160654,11.62080035,18.54842864,17451.61967,20.33741646,719.2221393,10.15158468,0.13224677277036753,0.0026032823995472553,0.16657771375751387
2021-07-29,North America,Canada,9749436,8386,347299,955,40141674,52948,0.569825477,204.6865635,84204942,69714438,61285391,98142,398,1.523991251,19.59121718,1244687792,764.9483812,45.56571599,12.59423671,7.116729593,51607.64882,32.96101321,192.8859318,13.92863531,0.035622470879341124,0.11388027665156213,0.0560095780227593
2022-02-10,Europe,Brazil,6928040,8680,111776,862,29876646,16676,0.167621971,197.9627036,20778094,43578239,61061947,27091,15244,2.492196189,74.90439156,441904795,779.2666121,37.329255,14.85255065,15.13187366,55157.18771,36.38004126,339.0161464,6.752804235,0.016133856040092147,0.09930875576036867,0.09861454207574281
2020-05-06,Europe,Italy,618467,2204,361390,310,67659530,94791,0.837757445,477.1185158,23574490,22443831,52543112,71171,17431,1.983695991,33.58718543,634903112,728.5636718,45.99398442,5.604490241,13.16264868,30705.81462,46.59846401,154.9890542,14.3349143,0.5843319045316888,0.14065335753176045,0.035350009435770414
2020-09-23,North America,USA,5333152,5345,233996,460,71092891,31514,0.96074011,458.3406625,82362831,44103756,36248754,52999,18326,1.729045306,21.18513009,868781494,48.72136318,43.35697476,16.86018456,18.71303365,48608.95429,12.84427444,684.4538587,12.79106207,0.043875741775220356,0.08606173994387278,0.05076507304148447
2022-01-20,North America,Germany,7328141,3276,257831,207,41231294,22650,0.040887097,116.632951,58314516,2212669,42622524,33532,239,2.155822761,2.721427772,1381017274,141.6363875,48.59710409,12.15713088,11.6777013,40500.91818,34.90401888,700.1564435,8.075377203,0.035183684375068656,0.06318681318681318,0.0016022022618089279
2020-05-06,Europe,India,5072148,1102,212803,791,65317731,88290,0.078031871,390.4038239,13702784,24177225,13718439,22690,6464,1.384060678,97.06017583,1008930119,936.8543332,21.93105215,16.23354291,7.753903443,14250.25992,17.11429088,438.5097204,6.943280013,0.04195520319990663,0.7177858439201452,0.023963230500010476
2020-08-24,Asia,USA,1707923,5243,158761,716,93442435,77701,0.884724503,311.3501981,91036764,72980963,35931239,17036,671,2.400128009,46.72893839,1080729063,90.64677451,20.86181401,5.179567685,9.542262326,53432.26387,35.88048724,114.5567053,17.3652577,0.09295559577334575,0.13656303642952508,0.06752937947038443
2022-06-03,South America,UK,5134207,6614,142226,663,41902563,10683,0.815552254,77.11136956,24084930,51831054,40424764,45040,19003,1.604042457,16.1757873,196901890,87.7604578,25.25089822,11.42866278,6.720106692,65033.11399,7.105806296,171.5387045,1.226765172,0.02770164895961538,0.10024191109767161,0.2632328922795002
2020-04-13,Europe,Brazil,8516999,9433,497873,437,45828857,98092,0.617934456,178.3855235,12825995,61611828,50569922,56196,2461,1.153744299,75.78111596,835477686,837.2894784,47.87254462,20.37332112,6.73954099,34716.02578,22.87712749,537.0506836,14.60220853,0.05845638821843234,0.04632672532598325,0.07374443271486726
2020-01-15,Europe,Russia,6730886,8707,357092,537,71892833,59819,0.944965209,88.73647065,34473851,66227114,65678923,47911,18490,0.672039955,88.7651128,106070647,644.8530957,38.16695318,15.02163105,10.99716696,69607.40753,9.181486384,787.8334301,8.927823447,0.05305274818203725,0.0616745147582405,0.6243679648715634
2022-02-11,South America,USA,9405634,5223,21341,705,28302216,80978,0.646430578,147.5780194,6628251,56908322,65176334,44562,1087,1.251390438,52.79679926,60974339,358.1394953,32.78337553,20.77774657,18.1736702,30529.60663,16.82231149,687.2048541,14.63614367,0.0022689592216750087,0.134979896611143,0.9333159314773384
2022-07-18,North America,Canada,5853584,8584,359698,335,69169281,4860,0.215985276,307.6505879,32951846,17294319,49517748,10321,6776,1.637276754,2.835945878,563575738,174.0533822,35.38133184,18.97920785,6.261778829,34101.82372,35.78147037,658.5455512,10.64274744,0.06144919078636268,0.03902609506057782,0.030686769912014914
2022-02-10,Europe,India,8170528,630,205753,421,41352983,3729,0.728642324,187.6327355,10492836,49096973,31251094,29152,9334,1.906496277,36.51429614,46235701,885.3287157,44.88813765,22.0984115,7.893790206,47498.92846,11.66749247,392.5789167,2.59335211,0.025182338277281467,0.6682539682539682,1.0618844732125938
2021-04-30,Asia,Germany,4301754,9171,369942,749,7795087,31351,0.645710345,197.0297599,61657758,63979696,1442970,85884,5124,2.250233386,24.31016356,932090454,988.6523801,47.87329987,5.148871771,17.50079818,13818.13995,34.24419519,789.6485765,19.65899464,0.08599794409443218,0.08167048304437902,0.06864108062198865
2022-10-24,Asia,Canada,2269042,6683,308474,320,52741007,62744,0.985744702,269.8236463,35001017,34776754,3344742,86531,12151,2.387921671,63.63974699,1343009096,59.47201116,41.89096503,10.22650984,8.767356719,63234.27469,24.7970097,677.4809956,2.634865287,0.13594900402901314,0.04788268741583122,0.02589465261521952
2020-11-29,South America,France,1983509,277,249141,496,21588590,24346,0.213895736,43.61206942,28570592,49610368,17910519,54911,16525,0.704907692,51.88578018,565867843,558.5722483,42.79543499,15.97603453,19.36102783,56287.823,4.601827853,334.9569751,4.010262113,0.1256061858050556,1.7906137184115523,0.08767129748350093
2020-10-05,Europe,France,7740141,232,349903,586,85719840,74155,0.597884936,369.3986449,51168608,1696380,25856487,90298,16780,1.701809972,35.57368437,1299566561,268.6905491,29.61134132,23.82036153,7.5716447,61196.79276,19.33473426,623.9437202,8.98637033,0.04520628241785259,2.5258620689655173,0.0013053429127128796
2021-05-05,Europe,Canada,116381,9744,199488,946,65091055,76700,0.780167522,200.8547667,92654335,26332840,9953492,145,17939,1.833179298,64.85051381,187142950,834.0629652,34.01105586,18.5958036,10.51643817,43059.54199,43.46031015,402.7660436,18.94784431,1.714094225002363,0.09708538587848933,0.14070976224324774
2020-02-24,Europe,Japan,1521701,5690,256139,162,52775015,6955,0.338983089,240.1985441,21038318,22962836,16721820,70637,7054,0.844127634,58.44292821,1396511505,352.6123609,46.5563058,14.13177573,4.625368966,61978.60932,49.4645449,562.3189691,6.568372495,0.1683241320075363,0.028471001757469243,0.016442998083284678
2020-06-26,Europe,Italy,6105525,7659,348951,810,97392988,65642,0.379679583,487.1498644,52438119,61247757,3627164,4247,10700,1.591201361,90.64901245,619058913,717.4829963,43.5780233,7.60282661,19.86698852,47918.10162,18.44605487,779.0376997,11.80458067,0.057153316053902,0.10575793184488837,0.09893687937257759
2022-02-23,Europe,Russia,9587994,25,295457,540,99212831,70290,0.887901838,172.1834442,3552138,76229747,33513136,75114,1028,1.169667271,59.68029523,815851448,544.1281873,40.52812755,14.8643071,18.13241476,36297.70209,2.743736561,272.5160887,10.9072926,0.0308153092294384,21.6,0.0934358174970108
